progress | sum    | lcmap  | lcoff  | lleng  | angle  | Acc    | speed

075/2259k| 0.38906| 0.15337| 0.09426| 0.04501| 0.09641| 0.00000| 24.8 
075/2259k| 0.39544| 0.15693| 0.09150| 0.04397| 0.10305| 0.00000| 24.7 
075/2259k| 0.35957| 0.15648| 0.09433| 0.04666| 0.06210| 0.00000| 24.5 
075/2259k| 0.34790| 0.14793| 0.09610| 0.04867| 0.05520| 0.00000| 24.8 
075/2259k| 0.39024| 0.15861| 0.09189| 0.04165| 0.09810| 0.00000| 24.3 
075/2260k| 0.35309| 0.14934| 0.08893| 0.04133| 0.07349| 0.00000| 24.5 
075/2260k| 0.39941| 0.15209| 0.09215| 0.04570| 0.10947| 0.00000| 24.8 
075/2260k| 0.34793| 0.15253| 0.08801| 0.04479| 0.06260| 0.00000| 24.8 
075/2260k| 0.40799| 0.15327| 0.09172| 0.05317| 0.10983| 0.00000| 24.8 
075/2260k| 0.38825| 0.15824| 0.09161| 0.04677| 0.09162| 0.00000| 24.6 
075/2260k| 0.37452| 0.15111| 0.09073| 0.05054| 0.08214| 0.00000| 24.7 
075/2260k| 0.36902| 0.14263| 0.08828| 0.03475| 0.10336| 0.00000| 24.6 
075/2260k| 0.34160| 0.14285| 0.09123| 0.03836| 0.06916| 0.00000| 24.5 
075/2260k| 0.36310| 0.14909| 0.08964| 0.04101| 0.08337| 0.00000| 24.7 
075/2260k| 0.35365| 0.14163| 0.08905| 0.04227| 0.08069| 0.00000| 24.6 
075/2260k| 0.39622| 0.15109| 0.09337| 0.04610| 0.10566| 0.00000| 23.4 
075/2260k| 0.41805| 0.16548| 0.08898| 0.05315| 0.11044| 0.00000| 24.8 
075/2260k| 0.41045| 0.15604| 0.09294| 0.04908| 0.11240| 0.00000| 24.8 
075/2260k| 0.34720| 0.13986| 0.08735| 0.04352| 0.07647| 0.00000| 24.7 
075/2261k| 0.38899| 0.15485| 0.08945| 0.04283| 0.10186| 0.00000| 24.5 
075/2261k| 0.33399| 0.12713| 0.08683| 0.03200| 0.08804| 0.00000| 24.7 
075/2261k| 0.36019| 0.13529| 0.09012| 0.03466| 0.10011| 0.00000| 24.7 
075/2261k| 0.36167| 0.15286| 0.08777| 0.04070| 0.08034| 0.00000| 24.5 
075/2261k| 0.37521| 0.15400| 0.08894| 0.04477| 0.08751| 0.00000| 24.1 
075/2261k| 0.33637| 0.14267| 0.09112| 0.03978| 0.06281| 0.00000| 24.7 
075/2261k| 0.35520| 0.14530| 0.08913| 0.04159| 0.07917| 0.00000| 24.7 
075/2261k| 0.36817| 0.14923| 0.09309| 0.04849| 0.07736| 0.00000| 24.7 
075/2261k| 0.37337| 0.15293| 0.09075| 0.04398| 0.08573| 0.00000| 24.8 
075/2261k| 0.37032| 0.14858| 0.09287| 0.04098| 0.08789| 0.00000| 24.6 
075/2261k| 0.38104| 0.16262| 0.09151| 0.04757| 0.07934| 0.00000| 24.7 
075/2261k| 0.41701| 0.16416| 0.09152| 0.05288| 0.10845| 0.00000| 24.8 
075/2261k| 0.35961| 0.14364| 0.09093| 0.03717| 0.08786| 0.00000| 24.5 
075/2261k| 0.34789| 0.15246| 0.08699| 0.04637| 0.06207| 0.00000| 24.7 
075/2262k| 0.34577| 0.14691| 0.09024| 0.04549| 0.06312| 0.00000| 24.2 
075/2262k| 0.38207| 0.14703| 0.09184| 0.04904| 0.09416| 0.00000| 24.7 
075/2262k| 0.37567| 0.14964| 0.09316| 0.04323| 0.08963| 0.00000| 24.7 
075/2262k| 0.35226| 0.13741| 0.08870| 0.03491| 0.09124| 0.00000| 24.4 
075/2262k| 0.35401| 0.14992| 0.09249| 0.04380| 0.06780| 0.00000| 24.6 
075/2262k| 0.37977| 0.13965| 0.09051| 0.03811| 0.11151| 0.00000| 24.7 
075/2262k| 0.35912| 0.15087| 0.09138| 0.03826| 0.07861| 0.00000| 24.5 
075/2262k| 0.39042| 0.15527| 0.09357| 0.04011| 0.10147| 0.00000| 24.6 
075/2262k| 0.39078| 0.15044| 0.09035| 0.03876| 0.11123| 0.00000| 24.7 
075/2262k| 0.36104| 0.15957| 0.09375| 0.03880| 0.06892| 0.00000| 24.7 
075/2262k| 0.35134| 0.14984| 0.09184| 0.04391| 0.06576| 0.00000| 24.7 
075/2262k| 0.40502| 0.15554| 0.09070| 0.04143| 0.11735| 0.00000| 24.1 
075/2262k| 0.36359| 0.14184| 0.08999| 0.03477| 0.09698| 0.00000| 23.7 
075/2262k| 0.33871| 0.15303| 0.09383| 0.03984| 0.05201| 0.00000| 24.7 
075/2263k| 0.36612| 0.13824| 0.08789| 0.04066| 0.09933| 0.00000| 24.6 
075/2263k| 0.37926| 0.15846| 0.09220| 0.05204| 0.07656| 0.00000| 24.7 
075/2263k| 0.39396| 0.16331| 0.09418| 0.04195| 0.09452| 0.00000| 24.7 
075/2263k| 0.37652| 0.14640| 0.09046| 0.04196| 0.09770| 0.00000| 24.8 
075/2263k| 0.32001| 0.14195| 0.08791| 0.03768| 0.05247| 0.00000| 24.3 
075/2263k| 0.34138| 0.15001| 0.08711| 0.03665| 0.06761| 0.00000| 24.5 
075/2263k| 0.37836| 0.15184| 0.09304| 0.05100| 0.08248| 0.00000| 24.8 
075/2263k| 0.38025| 0.15563| 0.09258| 0.04582| 0.08621| 0.00000| 24.7 
075/2263k| 0.33510| 0.14068| 0.08731| 0.03555| 0.07156| 0.00000| 24.7 
075/2263k| 0.36614| 0.16183| 0.09436| 0.04678| 0.06318| 0.00000| 24.7 
075/2263k| 0.39005| 0.15219| 0.08993| 0.04575| 0.10218| 0.00000| 23.8 
075/2263k| 0.37380| 0.14300| 0.08907| 0.04447| 0.09725| 0.00000| 24.8 
075/2263k| 0.35375| 0.13283| 0.08882| 0.03698| 0.09513| 0.00000| 24.8 
075/2263k| 0.36933| 0.15161| 0.09006| 0.04462| 0.08304| 0.00000| 24.7 
075/2264k| 0.37642| 0.14768| 0.09059| 0.04565| 0.09250| 0.00000| 24.7 
075/2264k| 0.37755| 0.15061| 0.09415| 0.03977| 0.09303| 0.00000| 24.5 
075/2264k| 0.34314| 0.13655| 0.08930| 0.04200| 0.07530| 0.00000| 24.3 
075/2264k| 0.36666| 0.16095| 0.09295| 0.04597| 0.06680| 0.00000| 24.1 
075/2264k| 0.35464| 0.14160| 0.08694| 0.03680| 0.08930| 0.00000| 24.8 
075/2264k| 0.34719| 0.14282| 0.09243| 0.04542| 0.06652| 0.00000| 24.7 
075/2264k| 0.39966| 0.15433| 0.09403| 0.05193| 0.09937| 0.00000| 24.8 
075/2264k| 0.36914| 0.14147| 0.08856| 0.04413| 0.09498| 0.00000| 24.8 
075/2264k| 0.35843| 0.15642| 0.09417| 0.05119| 0.05664| 0.00000| 24.7 
075/2264k| 0.34545| 0.14357| 0.09122| 0.03554| 0.07513| 0.00000| 24.7 
075/2264k| 0.38355| 0.16045| 0.08948| 0.05058| 0.08303| 0.00000| 24.8 
075/2264k| 0.37140| 0.14875| 0.09214| 0.04595| 0.08457| 0.00000| 24.7 
075/2264k| 0.35884| 0.15571| 0.09354| 0.04767| 0.06192| 0.00000| 24.9 
075/2264k| 0.39896| 0.14437| 0.09265| 0.04592| 0.11602| 0.00000| 24.8 
075/2265k| 0.34089| 0.14584| 0.09058| 0.03323| 0.07124| 0.00000| 24.5 
075/2265k| 0.40639| 0.16691| 0.09108| 0.05549| 0.09292| 0.00000| 24.7 
075/2265k| 0.36064| 0.15881| 0.09309| 0.03929| 0.06945| 0.00000| 24.7 
075/2265k| 0.36308| 0.13854| 0.08892| 0.04028| 0.09535| 0.00000| 24.6 
075/2265k| 0.38293| 0.15097| 0.09167| 0.04631| 0.09398| 0.00000| 24.6 
075/2265k| 0.38631| 0.15187| 0.09104| 0.04297| 0.10042| 0.00000| 24.2 
075/2265k| 0.42918| 0.15554| 0.09285| 0.04889| 0.13190| 0.00000| 24.1 
075/2265k| 0.37059| 0.14415| 0.08984| 0.03853| 0.09807| 0.00000| 24.3 
075/2265k| 0.37664| 0.16792| 0.09243| 0.05224| 0.06405| 0.00000| 24.8 
075/2265k| 0.42650| 0.16165| 0.09376| 0.04974| 0.12135| 0.00000| 23.4 
075/2265k| 0.39173| 0.16142| 0.09063| 0.05005| 0.08964| 0.00000| 24.7 
075/2265k| 0.35635| 0.14049| 0.08708| 0.03765| 0.09113| 0.00000| 24.8 
075/2265k| 0.36445| 0.15302| 0.09133| 0.03956| 0.08054| 0.00000| 24.7 
075/2265k| 0.35428| 0.14917| 0.09280| 0.04736| 0.06495| 0.00000| 24.8 
075/2266k| 0.38060| 0.15087| 0.09221| 0.04332| 0.09420| 0.00000| 24.7 
075/2266k| 0.33827| 0.14779| 0.08914| 0.04228| 0.05905| 0.00000| 24.7 
075/2266k| 0.31319| 0.13316| 0.08690| 0.02685| 0.06627| 0.00000| 24.7 
075/2266k| 0.35431| 0.14800| 0.08945| 0.04474| 0.07211| 0.00000| 24.5 
075/2266k| 0.35461| 0.13958| 0.08795| 0.04241| 0.08466| 0.00000| 24.0 
075/2266k| 0.37684| 0.15472| 0.09050| 0.04880| 0.08281| 0.00000| 24.8 
075/2266k| 0.35242| 0.13286| 0.08591| 0.03821| 0.09544| 0.00000| 24.7 
075/2266k| 0.36542| 0.14741| 0.08695| 0.04278| 0.08829| 0.00000| 24.6 
075/2266k| 0.36353| 0.14423| 0.09026| 0.03939| 0.08965| 0.00000| 24.6 
075/2266k| 0.40699| 0.15999| 0.09403| 0.04346| 0.10951| 0.00000| 24.5 
075/2266k| 0.33129| 0.14428| 0.08956| 0.03198| 0.06546| 0.00000| 24.4 
075/2266k| 0.32738| 0.15192| 0.08942| 0.03703| 0.04901| 0.00000| 24.6 
075/2266k| 0.37146| 0.15964| 0.09164| 0.04309| 0.07709| 0.00000| 24.7 
075/2266k| 0.37122| 0.14946| 0.09302| 0.04292| 0.08582| 0.00000| 24.5 
075/2267k| 0.37069| 0.14727| 0.08898| 0.04322| 0.09123| 0.00000| 24.2 
075/2267k| 0.34761| 0.13879| 0.08882| 0.04377| 0.07623| 0.00000| 24.8 
075/2267k| 0.37309| 0.15745| 0.09032| 0.04858| 0.07674| 0.00000| 24.7 
075/2267k| 0.34390| 0.14554| 0.08898| 0.03802| 0.07137| 0.00000| 24.7 
075/2267k| 0.39842| 0.15444| 0.09267| 0.05385| 0.09745| 0.00000| 24.7 
075/2267k| 0.42190| 0.16780| 0.09510| 0.04840| 0.11059| 0.00000| 23.7 
075/2267k| 0.37017| 0.15316| 0.09354| 0.04183| 0.08163| 0.00000| 24.4 
075/2267k| 0.38705| 0.15203| 0.09424| 0.04651| 0.09427| 0.00000| 24.8 
075/2267k| 0.34905| 0.14122| 0.09176| 0.04220| 0.07386| 0.00000| 24.6 
075/2267k| 0.32682| 0.13860| 0.09323| 0.03435| 0.06064| 0.00000| 24.6 
075/2267k| 0.37738| 0.14620| 0.09050| 0.03913| 0.10156| 0.00000| 24.7 
075/2267k| 0.34626| 0.14574| 0.08759| 0.03768| 0.07524| 0.00000| 24.3 
075/2267k| 0.35632| 0.15327| 0.08870| 0.04410| 0.07024| 0.00000| 24.6 
075/2268k| 0.35698| 0.13944| 0.09137| 0.03498| 0.09119| 0.00000| 24.7 
075/2268k| 0.36797| 0.14277| 0.08809| 0.03702| 0.10009| 0.00000| 24.1 
075/2268k| 0.39874| 0.16524| 0.09441| 0.04418| 0.09490| 0.00000| 24.7 
075/2268k| 0.35003| 0.14092| 0.08957| 0.03464| 0.08490| 0.00000| 24.8 
075/2268k| 0.34586| 0.14383| 0.08919| 0.03545| 0.07738| 0.00000| 24.1 
075/2268k| 0.35010| 0.14517| 0.09237| 0.04687| 0.06569| 0.00000| 24.8 
075/2268k| 0.34567| 0.14415| 0.09208| 0.04158| 0.06786| 0.00000| 24.5 
075/2268k| 0.37250| 0.15067| 0.09410| 0.04343| 0.08430| 0.00000| 24.7 
075/2268k| 0.35998| 0.14765| 0.08984| 0.03468| 0.08781| 0.00000| 24.6 
075/2268k| 0.36957| 0.15777| 0.09115| 0.03858| 0.08207| 0.00000| 24.6 
075/2268k| 0.41497| 0.16044| 0.09388| 0.05336| 0.10728| 0.00000| 24.7 
075/2268k| 0.34939| 0.14553| 0.08797| 0.04259| 0.07330| 0.00000| 24.7 
075/2268k| 0.37429| 0.15153| 0.09275| 0.04131| 0.08869| 0.00000| 24.8 
075/2268k| 0.36408| 0.15283| 0.09719| 0.03783| 0.07624| 0.00000| 24.2 
075/2269k| 0.40367| 0.16072| 0.09425| 0.05575| 0.09294| 0.00000| 24.3 
075/2269k| 0.37772| 0.15565| 0.08898| 0.04275| 0.09033| 0.00000| 23.7 
075/2269k| 0.36630| 0.13433| 0.08866| 0.04185| 0.10146| 0.00000| 24.8 
075/2269k| 0.39109| 0.14746| 0.09458| 0.03572| 0.11334| 0.00000| 24.7 
075/2269k| 0.39376| 0.15933| 0.09363| 0.04796| 0.09284| 0.00000| 24.5 
075/2269k| 0.35822| 0.16944| 0.08854| 0.03923| 0.06101| 0.00000| 24.7 
075/2269k| 0.38533| 0.14037| 0.08799| 0.04855| 0.10841| 0.00000| 24.6 
075/2269k| 0.36081| 0.15234| 0.08843| 0.04448| 0.07555| 0.00000| 24.5 
075/2269k| 0.36981| 0.14208| 0.09204| 0.03799| 0.09770| 0.00000| 24.0 
075/2269k| 0.37809| 0.15555| 0.09055| 0.04649| 0.08550| 0.00000| 24.7 
075/2269k| 0.32232| 0.13140| 0.08751| 0.03534| 0.06807| 0.00000| 24.7 
075/2269k| 0.38013| 0.15175| 0.08990| 0.04163| 0.09686| 0.00000| 24.5 
075/2269k| 0.35185| 0.15043| 0.09085| 0.04690| 0.06366| 0.00000| 24.6 
075/2269k| 0.33159| 0.14220| 0.08893| 0.04199| 0.05848| 0.00000| 24.6 
075/2270k| 0.37353| 0.15334| 0.09144| 0.04901| 0.07975| 0.00000| 24.5 
075/2270k| 0.33059| 0.15145| 0.08679| 0.04107| 0.05127| 0.00000| 24.7 
075/2270k| 0.41187| 0.16294| 0.08966| 0.04789| 0.11138| 0.00000| 24.8 
075/2270k| 0.37869| 0.15599| 0.08983| 0.04369| 0.08917| 0.00000| 24.7 
075/2270k| 0.33502| 0.14833| 0.09174| 0.03887| 0.05608| 0.00000| 24.6 
075/2270k| 0.37699| 0.14883| 0.08966| 0.04033| 0.09817| 0.00000| 24.8 
075/2270k| 0.38003| 0.15082| 0.08884| 0.04213| 0.09824| 0.00000| 24.7 
075/2270k| 0.46910| 0.21310| 0.09390| 0.06469| 0.09741| 0.00000| 23.7 
075/2270k| 0.36430| 0.15181| 0.09292| 0.04399| 0.07557| 0.00000| 23.6 
075/2270k| 0.41937| 0.16182| 0.09381| 0.04209| 0.12165| 0.00000| 24.8 
075/2270k| 0.36594| 0.15397| 0.09084| 0.03792| 0.08320| 0.00000| 23.1 
075/2270k| 0.38416| 0.15746| 0.09050| 0.04186| 0.09434| 0.00000| 24.7 
075/2270k| 0.37145| 0.15329| 0.09277| 0.05016| 0.07522| 0.00000| 24.8 
075/2270k| 0.40134| 0.16536| 0.09459| 0.04966| 0.09172| 0.00000| 24.6 
075/2271k| 0.34900| 0.15790| 0.08723| 0.03990| 0.06397| 0.00000| 24.5 
075/2271k| 0.36078| 0.15134| 0.09056| 0.04460| 0.07429| 0.00000| 24.6 
075/2271k| 0.36773| 0.14238| 0.08823| 0.03940| 0.09772| 0.00000| 24.5 
075/2271k| 0.40524| 0.17295| 0.09317| 0.04307| 0.09605| 0.00000| 24.8 
075/2271k| 0.39892| 0.16133| 0.09376| 0.05126| 0.09257| 0.00000| 23.9 
075/2271k| 0.35613| 0.14294| 0.08791| 0.04068| 0.08460| 0.00000| 24.8 
075/2271k| 0.35713| 0.14416| 0.08960| 0.03896| 0.08440| 0.00000| 24.8 
075/2271k| 0.35433| 0.14606| 0.08946| 0.04897| 0.06983| 0.00000| 24.7 
075/2271k| 0.40879| 0.15432| 0.08888| 0.03843| 0.12716| 0.00000| 24.8 
075/2271k| 0.37945| 0.15435| 0.09026| 0.04851| 0.08633| 0.00000| 24.3 
075/2271k| 0.37999| 0.15119| 0.09391| 0.03955| 0.09534| 0.00000| 24.8 
075/2271k| 0.36782| 0.14695| 0.09026| 0.04346| 0.08716| 0.00000| 24.8 
075/2271k| 0.37430| 0.14386| 0.08997| 0.04547| 0.09500| 0.00000| 24.7 
075/2271k| 0.35833| 0.14595| 0.09106| 0.04758| 0.07374| 0.00000| 24.7 
075/2272k| 0.36309| 0.15614| 0.09217| 0.04405| 0.07073| 0.00000| 24.7 
075/2272k| 0.39861| 0.16755| 0.09300| 0.04606| 0.09200| 0.00000| 24.0 
075/2272k| 0.34287| 0.14685| 0.08867| 0.04034| 0.06702| 0.00000| 24.7 
075/2272k| 0.36653| 0.15323| 0.08870| 0.03776| 0.08685| 0.00000| 24.7 
075/2272k| 0.36421| 0.15520| 0.08987| 0.04323| 0.07590| 0.00000| 24.8 
075/2272k| 0.39626| 0.15902| 0.09402| 0.05000| 0.09322| 0.00000| 24.7 
075/2272k| 0.39079| 0.14625| 0.09141| 0.05223| 0.10090| 0.00000| 23.8 
075/2272k| 0.32437| 0.14694| 0.08879| 0.04389| 0.04474| 0.00000| 24.8 
075/2272k| 0.34921| 0.14626| 0.09129| 0.03720| 0.07446| 0.00000| 24.6 
075/2272k| 0.38043| 0.16016| 0.09116| 0.04800| 0.08112| 0.00000| 24.7 
075/2272k| 0.32434| 0.14527| 0.08918| 0.03912| 0.05077| 0.00000| 24.8 
075/2272k| 0.38362| 0.15229| 0.09181| 0.04059| 0.09892| 0.00000| 24.7 
075/2272k| 0.39303| 0.16062| 0.09513| 0.04496| 0.09232| 0.00000| 24.6 
075/2272k| 0.39124| 0.16501| 0.09328| 0.04401| 0.08894| 0.00000| 24.7 
075/2273k| 0.34731| 0.13626| 0.09143| 0.03450| 0.08512| 0.00000| 24.7 
075/2273k| 0.37340| 0.14451| 0.09177| 0.04306| 0.09406| 0.00000| 24.7 
075/2273k| 0.41862| 0.15000| 0.09329| 0.04888| 0.12645| 0.00000| 24.2 
075/2273k| 0.36704| 0.14425| 0.09055| 0.04507| 0.08717| 0.00000| 24.4 
075/2273k| 0.36740| 0.14650| 0.08956| 0.03953| 0.09181| 0.00000| 24.5 
075/2273k| 0.33955| 0.13828| 0.08792| 0.03532| 0.07804| 0.00000| 24.4 
075/2273k| 0.35712| 0.14780| 0.09235| 0.04068| 0.07629| 0.00000| 24.7 
075/2273k| 0.36257| 0.15276| 0.09077| 0.04338| 0.07566| 0.00000| 24.7 
075/2273k| 0.37291| 0.16160| 0.09108| 0.04571| 0.07452| 0.00000| 24.8 
075/2273k| 0.36071| 0.14768| 0.08979| 0.04006| 0.08318| 0.00000| 24.7 
075/2273k| 0.33070| 0.13941| 0.08799| 0.03708| 0.06621| 0.00000| 24.3 
075/2273k| 0.38555| 0.15435| 0.08940| 0.04829| 0.09350| 0.00000| 24.5 
075/2273k| 0.34654| 0.14384| 0.08829| 0.03859| 0.07582| 0.00000| 24.6 
075/2273k| 0.34816| 0.13611| 0.08630| 0.03681| 0.08895| 0.00000| 24.7 
075/2274k| 0.36321| 0.14156| 0.08796| 0.04050| 0.09319| 0.00000| 24.5 
075/2274k| 0.34796| 0.14668| 0.08773| 0.04865| 0.06489| 0.00000| 24.8 
075/2274k| 0.36888| 0.16226| 0.09070| 0.04198| 0.07394| 0.00000| 24.5 
075/2274k| 0.36622| 0.15175| 0.09270| 0.04320| 0.07857| 0.00000| 24.4 
075/2274k| 0.37375| 0.15072| 0.09186| 0.04597| 0.08519| 0.00000| 24.6 
075/2274k| 0.39080| 0.15179| 0.09134| 0.04249| 0.10518| 0.00000| 24.5 
075/2274k| 0.39801| 0.15196| 0.09119| 0.04186| 0.11299| 0.00000| 24.8 
075/2274k| 0.42273| 0.15297| 0.09119| 0.03932| 0.13926| 0.00000| 24.4 
075/2274k| 0.39178| 0.14533| 0.08863| 0.04667| 0.11115| 0.00000| 24.1 
075/2274k| 0.38121| 0.15677| 0.09266| 0.04889| 0.08289| 0.00000| 24.6 
075/2274k| 0.36406| 0.14685| 0.09338| 0.03692| 0.08691| 0.00000| 24.7 
075/2274k| 0.37442| 0.15168| 0.09181| 0.03522| 0.09570| 0.00000| 24.6 
075/2274k| 0.36244| 0.15980| 0.09258| 0.04576| 0.06429| 0.00000| 24.8 
075/2274k| 0.35453| 0.13563| 0.08836| 0.03886| 0.09168| 0.00000| 24.4 
075/2275k| 0.38935| 0.16526| 0.09162| 0.06265| 0.06982| 0.00000| 23.8 
075/2275k| 0.38877| 0.15279| 0.09511| 0.05261| 0.08826| 0.00000| 24.8 
075/2275k| 0.35888| 0.14532| 0.08972| 0.03994| 0.08390| 0.00000| 24.7 
075/2275k| 0.34620| 0.13529| 0.09117| 0.03360| 0.08614| 0.00000| 24.7 
075/2275k| 0.39409| 0.15620| 0.08974| 0.04717| 0.10098| 0.00000| 24.7 
075/2275k| 0.38539| 0.17410| 0.09162| 0.05993| 0.05975| 0.00000| 24.4 
075/2275k| 0.37647| 0.15804| 0.09136| 0.04295| 0.08412| 0.00000| 24.5 
075/2275k| 0.37810| 0.15670| 0.08917| 0.04479| 0.08744| 0.00000| 24.8 
075/2275k| 0.38084| 0.15798| 0.09236| 0.05039| 0.08011| 0.00000| 24.6 
075/2275k| 0.37915| 0.13847| 0.08563| 0.04315| 0.11190| 0.00000| 24.7 
075/2275k| 0.34462| 0.13983| 0.08267| 0.03334| 0.08877| 0.00000| 23.9 
075/2275k| 0.38836| 0.15667| 0.09150| 0.04769| 0.09250| 0.00000| 24.7 
075/2275k| 0.35916| 0.15192| 0.09133| 0.03738| 0.07852| 0.00000| 24.6 
075/2275k| 0.37619| 0.14956| 0.08954| 0.04033| 0.09676| 0.00000| 24.4 
075/2276k| 0.35461| 0.14531| 0.09118| 0.04102| 0.07710| 0.00000| 24.3 
075/2276k| 0.37644| 0.15045| 0.09238| 0.04425| 0.08938| 0.00000| 24.4 
075/2276k| 0.37565| 0.14925| 0.09091| 0.04549| 0.08999| 0.00000| 24.7 
075/2276k| 0.34438| 0.15197| 0.09197| 0.03961| 0.06082| 0.00000| 24.7 
075/2276k| 0.37644| 0.15804| 0.09156| 0.05031| 0.07654| 0.00000| 24.4 
075/2276k| 0.32448| 0.13044| 0.08424| 0.03234| 0.07747| 0.00000| 24.3 
075/2276k| 0.38383| 0.15259| 0.08940| 0.04541| 0.09642| 0.00000| 24.8 
075/2276k| 0.35976| 0.15048| 0.09170| 0.03410| 0.08347| 0.00000| 24.6 
075/2276k| 0.37750| 0.15767| 0.09142| 0.03895| 0.08946| 0.00000| 24.7 
075/2276k| 0.39484| 0.15023| 0.08864| 0.05070| 0.10528| 0.00000| 24.5 
075/2276k| 0.38111| 0.14272| 0.09023| 0.04087| 0.10729| 0.00000| 24.8 
075/2276k| 0.34230| 0.14714| 0.09041| 0.03620| 0.06855| 0.00000| 24.4 
075/2276k| 0.36114| 0.14649| 0.09283| 0.04873| 0.07310| 0.00000| 24.4 
075/2277k| 0.33420| 0.15028| 0.08848| 0.03740| 0.05804| 0.00000| 24.2 
075/2277k| 0.38384| 0.15597| 0.09318| 0.04835| 0.08633| 0.00000| 24.2 
075/2277k| 0.37876| 0.15457| 0.09200| 0.03911| 0.09308| 0.00000| 24.4 
075/2277k| 0.38106| 0.15232| 0.09035| 0.03773| 0.10065| 0.00000| 24.7 
075/2277k| 0.41838| 0.17279| 0.09336| 0.06298| 0.08925| 0.00000| 24.5 
075/2277k| 0.42314| 0.16791| 0.09271| 0.06036| 0.10216| 0.00000| 24.8 
075/2277k| 0.35239| 0.14850| 0.09141| 0.04197| 0.07051| 0.00000| 24.6 
075/2277k| 0.38711| 0.15354| 0.08807| 0.04259| 0.10291| 0.00000| 24.8 
075/2277k| 0.37223| 0.15515| 0.09325| 0.04964| 0.07419| 0.00000| 24.5 
075/2277k| 0.39784| 0.16771| 0.09264| 0.04654| 0.09094| 0.00000| 24.6 
075/2277k| 0.36753| 0.14936| 0.09588| 0.04351| 0.07878| 0.00000| 24.4 
075/2277k| 0.37639| 0.14340| 0.09194| 0.03670| 0.10434| 0.00000| 24.5 
075/2277k| 0.39758| 0.15634| 0.09017| 0.04591| 0.10516| 0.00000| 24.6 
075/2277k| 0.40270| 0.16376| 0.09160| 0.06243| 0.08492| 0.00000| 24.5 
075/2278k| 0.38192| 0.16358| 0.09400| 0.04353| 0.08082| 0.00000| 23.9 
075/2278k| 0.37761| 0.15288| 0.09277| 0.04514| 0.08682| 0.00000| 24.6 
075/2278k| 0.34934| 0.14739| 0.09116| 0.03935| 0.07144| 0.00000| 24.8 
075/2278k| 0.35244| 0.14176| 0.09157| 0.04612| 0.07299| 0.00000| 24.8 
075/2278k| 0.39034| 0.16348| 0.09184| 0.04673| 0.08830| 0.00000| 24.6 
075/2278k| 0.37620| 0.14541| 0.09266| 0.04214| 0.09599| 0.00000| 24.5 
075/2278k| 0.39191| 0.15124| 0.08950| 0.04755| 0.10362| 0.00000| 24.6 
075/2278k| 0.36559| 0.14341| 0.08943| 0.04641| 0.08634| 0.00000| 24.7 
075/2278k| 0.35288| 0.15375| 0.09345| 0.03594| 0.06974| 0.00000| 24.6 
075/2278k| 0.34279| 0.13557| 0.08755| 0.04424| 0.07543| 0.00000| 24.8 
075/2278k| 0.37227| 0.14637| 0.09358| 0.04536| 0.08696| 0.00000| 24.5 
075/2278k| 0.39146| 0.15157| 0.08864| 0.04784| 0.10341| 0.00000| 24.8 
075/2278k| 0.36588| 0.14734| 0.09263| 0.03506| 0.09085| 0.00000| 24.4 
075/2278k| 0.34839| 0.14435| 0.09105| 0.03607| 0.07691| 0.00000| 23.5 
075/2279k| 0.37755| 0.16689| 0.09479| 0.04204| 0.07383| 0.00000| 24.8 
076/2279k| 0.33588| 0.14888| 0.08909| 0.03250| 0.06540| 0.00000| 48.5 
076/2279k| 0.37996| 0.15836| 0.09361| 0.04626| 0.08173| 0.00000| 24.8 
076/2279k| 0.38493| 0.15409| 0.09325| 0.05214| 0.08545| 0.00000| 24.5 
076/2279k| 0.38242| 0.15201| 0.08821| 0.03766| 0.10453| 0.00000| 24.6 
076/2279k| 0.34471| 0.13589| 0.08832| 0.03698| 0.08351| 0.00000| 24.8 
076/2279k| 0.37083| 0.14509| 0.08881| 0.03888| 0.09806| 0.00000| 24.8 
076/2279k| 0.37279| 0.15275| 0.08801| 0.04696| 0.08507| 0.00000| 24.7 
076/2279k| 0.35376| 0.14505| 0.08716| 0.04051| 0.08104| 0.00000| 24.6 
076/2279k| 0.37516| 0.14295| 0.09328| 0.04839| 0.09053| 0.00000| 24.8 
076/2279k| 0.37331| 0.15304| 0.09226| 0.04533| 0.08268| 0.00000| 24.8 
076/2279k| 0.35187| 0.14304| 0.08775| 0.03803| 0.08305| 0.00000| 24.7 
076/2279k| 0.36294| 0.13942| 0.08843| 0.04649| 0.08860| 0.00000| 24.6 
076/2279k| 0.37677| 0.15583| 0.09241| 0.04730| 0.08123| 0.00000| 24.7 
076/2280k| 0.37105| 0.14544| 0.09053| 0.03656| 0.09852| 0.00000| 24.4 
076/2280k| 0.36091| 0.15181| 0.09093| 0.04188| 0.07629| 0.00000| 24.4 
076/2280k| 0.35341| 0.14408| 0.08876| 0.04057| 0.08000| 0.00000| 24.5 
076/2280k| 0.37654| 0.15724| 0.09264| 0.04898| 0.07769| 0.00000| 24.6 
076/2280k| 0.36568| 0.14428| 0.09042| 0.04307| 0.08791| 0.00000| 24.8 
076/2280k| 0.38352| 0.15799| 0.08849| 0.04500| 0.09205| 0.00000| 23.3 
076/2280k| 0.35866| 0.14733| 0.08968| 0.04273| 0.07892| 0.00000| 24.7 
